evolution$generation;redNoise;harshness;propConf;propMaxi;propAnti;meanDev;evolution$samples
6000;68,732631488594;15,2113644350581;0,2;98,4;0,6;12,104;3
6000;34,6971400406248;88,5876356588811;65,8;34,2;0;0,838;1
6000;100;78,0012010331073;90,4;9,6;0;1,566;1
6000;31,5666074284051;97,6167607979379;60,2;39,8;0;6,382;1
6000;61,476125817137;95,1914804219179;67,2;32,8;0;3,488;1
6000;85,728485795068;2,50898721383385;0;97,2;2,8;33,255;1
6000;9,16961600064005;1,94804437208509;0;96,2;3,8;3,734;1
6000;93,8637437533139;7,99016449131503;0;99,4;0,6;26,706;1
6000;57,2917191196412;87,6851614319027;78,2;21,8;0;0,937;1
6000;91,9032195986587;12,0515619543507;0;99,7;0,3;21,085;2
6000;91,6365310485591;19,6259553238097;0;100;0;11,814;1
6000;28,4372690758131;3,54152848070149;0,2;94,4;4,8;10,183;3
6000;89,3474901522958;8,11903155751217;0;95;5;25,354;1
6000;11,4489445740038;11,5975056240932;0,1;97,3;2,6;2,7305;2
6000;73,4044536954822;80,1301838497056;80;20;0;1,223;1
6000;25,0138477486411;11,3016652166169;0,2;97;2,8;5,949;1
6000;83,980086037859;5,33807635018701;0;96,8;3,2;27,33;1
6000;66,2589459252975;99;71;29;0;25,797;1
6000;76,4593729951341;1,05882160563574;0,2;91;8,6;32,017;1
6000;53,2397244056798;99;77;22,2;0;20,723;1
6000;24,3068371092883;15,5953032702592;0;99;1;4,726;1
6000;87,1215492005163;78,2570187971182;94,6;5,4;0;1,142;1
6000;0;9,12225309186319;0,8;93,4;5,8;0;1
6000;82,8738835526448;96,1172850489717;82;18;0;8,563;1
6000;20,5131871300715;1,81999765359139;0;95,2;4,8;8,321;1
6000;46,3120495987366;87,955352920777;66;34;0;0,948;1
6000;48,7208118829406;96,7385650452249;71;29;0;5,289;1
6000;79,6581102822484;85,8618607348351;89,8;10,2;0;1,424;1
6000;87,6353135340598;1;0;94;5,6;37,351;1
6000;44,6556602714323;97,0762393148175;74,2;25,8;0;5,749;1
6000;37,3880835074425;1;0;95,4;4,4;15,852;2
6000;67,5789112423135;29,1075881641383;0;100;0;5,167;1
6000;67,892013600547;22,4339702275174;0;100;0;6,867;1
6000;89,838036027895;30,8136622477991;100;0;0;2,099;1
6000;62,40734628655;93,7927111347691;80,6;19,4;0;2,51;1
6000;30,4838412897321;73,8088547366198;87,2;12,8;0;0,361;1
6000;70,9308381880412;96,6639151840777;56,6;43,4;0;9,076;1
6000;51,4067092228435;6,78236071994353;0;95,8;4,2;15,604;1
6000;89,7044495734695;12,2814473932353;0;100;0;19,875;1
6000;76,8434485701827;98,5216359579846;72,1;27,9;0;25,5065;2
6000;38,5142055474134;12,917451935789;0,2;99,4;0,4;8,299;1
6000;84,3878063950938;17,4328061184512;0;100;0;12;1
6000;80,429201566014;16,3731545778886;0;100;0;13,645;1
6000;26,9040351022546;97,08173890309;64,6;35,4;0;5,334;1
6000;89,3606468887682;98,3270706394438;80,8;19,2;0;32,585;1
6000;63,497336983192;1;0,2;85;14,6;26,806;1
6000;90,3637434286624;7,65887229789261;0;98;2;25,714;1
6000;52,3828240759925;67,6790893815859;96;4;0;0,64;1
6000;54,8204728775137;19,6894947494304;97,2;2,8;0;1,539;1
6000;25,799550973459;87,806881191041;85;15;0;0,505;1
6000;49,3859248532553;94,6832946968459;68,2;31,8;0;3,547;1
6000;35,1556539828288;98,9205291459927;81,4;18,4;0;11,791;1
6000;39,504887329727;81,0995161138079;89,8;10,2;0;0,657;1
6000;76,3131838917344;3,78212408540039;0,2;91,6;8,2;27,029;1
6000;69,1819450886907;78,4636126483534;79,2;20,8;0;1,169;1
6000;59,4767304774504;99;81,2;18,8;0;22,553;1
6000;0;5,46323709969915;0;94,8;5,2;0;1
6000;34,0444576136793;87,0403788991408;75,2;24,8;0;0,819;1
6000;3,02133955889627;99;68,8;30,8;0;1,169;1
6000;59,149374720558;18,6238577461141;96;4;0;2,097;1
6000;81,8288945814284;88,1251352920103;80,4;19,6;0;1,826;1
6000;84,1342635253641;96,1134601763619;78,4;21,6;0;10,084;1
6000;55,7218010328431;4,04181618138858;0,2;92,2;7,6;19,2;1
6000;57,0791944380882;3,91204122630453;0,4;91,6;8;20,105;1
6000;78,9410481133471;96,846046212694;68,2;31,8;0;9,751;1
6000;94,4610562156777;92,0354067157581;72,8;27,2;0;3,882;1
6000;31,8027384691217;31,8651921716787;0;100;0;2,068;1
6000;99,3231696378755;1;0;91,2;8,6;42,723;1
6000;23,6256088127848;15,2584883196903;77;23;0;1,56;1
6000;0;99;74;26;0;0;19
6000;84,145933576322;89,538935174716;76,4;23,4;0;1,545;1
6000;97,8598537466388;3,60947822821429;0;97,2;2,8;34,84;1
6000;85,9390142777056;89,9327220870119;66,4;33,6;0;2,54;1
6000;35,7642008069755;1;0,2;97,2;2,6;15,3;1
6000;26,7876663626412;14,9420459284473;0,2;98,4;1,4;5,392;1
6000;11,3089303947576;1;0;98,2;1,8;4,782;1
6000;33,1250611019324;99;71;28,4;0;11,643;1
6000;60,0759485011549;66,119605422489;97;3;0;0,7;1
6000;88,4595840119294;3,38675512418494;0;99;1;32,963;1
6000;98,097610962193;11,7629713459015;0,2;96;3,8;22,201;1
6000;67,133303339683;1;0;96;4;28,818;1
6000;87,5062019319698;23,8342621996184;0;100;0;7,482;1
6000;64,8391098811347;6,10005266481621;0;98;2;20,169;1
6000;5,50378713833202;14,8513260252503;34,4;65,6;0;0,613;1
6000;1,97830913462043;99;67,8;32,2;0;0,542;1
6000;49,8328414221456;99;75,4;24,6;0;18,175;1
6000;10,3283066830451;1,20741514043537;0;98;2;4,406;1
6000;85,2018362557378;96,1385189245916;62,4;37,6;0;11,234;1
6000;88,282173135481;6,99272691662663;0,2;96,6;3,2;27,148;1
6000;72,925073733139;4,46827404946093;0;96,4;3,6;25,313;1
6000;93,3783742076824;11,6488006367148;0;100;0;20,887;1
6000;78,9424050492367;8,9408259169643;0,2;98,4;1,4;21,523;1
6000;33,3460857200513;5,00429048324798;0,8;89,8;9,4;10,965;1
6000;26,2112166192865;99;75,4;24,6;0;10,15;1
6000;26,5004917075786;78,8880791533134;84;16;0;0,341;1
6000;82,499612862059;89,8743792573386;63,6;36,4;0;2,417;1
6000;58,8674093185732;86,5315863338975;80,5;19,5;0;1,1785;2
6000;99,9993702404818;94,9229614775304;63,6;36,4;0;10,291;1
6000;100;10,4314049975036;0,2;97,4;2,4;24,565;1
6000;16,5809750860461;13,9044443042833;0,2;96,4;3,4;3,534;1
6000;40,0874068324889;8,02855131875708;0,4;93,8;5,8;11,516;1
6000;72,2418492873228;10,5677472197286;0;98,6;1,4;17,339;1
6000;51,2557702872398;14,4765167648248;0;99;1;10,517;1
6000;87,5139901278763;19,0325422900074;0;100;0;10,997;1
6000;59,2765509763636;99;75,4;23,6;0;24,119;1
6000;8,95682702063302;7,70113029449754;0;95,8;4,2;2,593;1
6000;63,8438452584071;1;0;97,2;2,6;26,991;1
6000;59,8517752844454;5,2501925243963;0;97,6;2,4;19,442;1
6000;81,2223919465521;20,1870382254838;19,4;80,6;0;5,841;3
6000;61,9690481002957;96,963500524462;83,4;16,6;0;8,106;1
6000;74,0412996014292;92,0345474655519;80;20;0;2,664;1
6000;7,20535566029443;93,401154519547;72,8;27,2;0;0,484;1
6000;68,5745156338067;2,94738781457535;0;97,2;2,8;25,722;1
6000;81,9643061976239;76,8522782444396;83,4;16,6;0;1,228;1
6000;14,4194087423222;98,5047176685292;63;36,4;0;4,659;1
6000;42,9708269064908;88,6605927102246;65,6;34,4;0;1,358;1
6000;25,1151285565318;97,132845742681;62,4;37,6;0;3,991;1
6000;9,31688011675674;91,138303288285;78,4;21,6;0;0,323;1
6000;41,7862468660565;99;69,8;30,2;0;15,777;1
6000;86,9337584296461;83,0997880838066;82,2;17,8;0;1,201;1
6000;37,084040638734;98,6958031374189;80;19,6;0;13,02;1
6000;76,7215875549172;94,2956344652343;69,4;30,6;0;8,89;1
6000;67,5697513808012;1;0;94,4;5,6;28,64;1
6000;93,4560921649615;9,71713906686308;0,4;99,4;0,2;23,937;1
6000;96,1322205515135;5,01272306961883;0,4;96;3,6;31,398;1
6000;80,5442591785926;1;0;98,2;1,8;34,427;1
6000;22,8471003444759;95,4237303761955;69;31;0;2,059;1
6000;75,9202383189428;99;74;25,8;0;29,559;1
6000;56,1350161217999;85,780844053385;87,6;12,4;0;1,237;1
6000;69,385895848852;82,1524544162916;84,6;15,4;0;0,977;3
6000;92,3830801977517;94,4598173712521;77,2;22,8;0;6,588;1
6000;81,9042532772867;76,9322122034608;92,8;7,2;0;0,949;1
6000;24,5738843222163;9,2266497039221;0;97,8;2,2;6,502;1
6000;80,2394873677089;86,3208512494388;57,2;42,8;0;1,723;1
6000;52,0169317087059;1;0;97,8;2;22,417;1
6000;40,0596852029087;9,02289823773673;0,2;96;3,8;10,524;1
6000;61,6059737425885;95,6922772880398;49,6;50,4;0;5,035;1
6000;43,1876007888945;79,8517212076294;68;32;0;0,839;1
6000;46,2687510937065;95,8261823096433;65,6;34,4;0;2,845;1
6000;37,0677219992571;99;86,8;12;0;13,784;1
6000;64,4662488554098;91,4378123963247;70,8;29,2;0;1,832;1
6000;56,994486071712;1;0,4;90,6;8,8;24,466;1
6000;60,9679938407534;97,3356848837541;71,6;28,4;0;12,643;1
6000;95,3284682802712;4,93952965468248;0,2;95,4;4,4;32,547;1
6000;53,8272062011696;22,4063845632236;0;100;0;5,744;1
6000;69,8536694432945;15,1906955095326;100;0;0;3,09;1
6000;31,8247922766723;93,1547676457156;68,8;31,2;0;1,46;1
6000;17,5508594978612;73,8018954535803;93,6;6,4;0;0,205;2
6000;72,3178186244587;2,39734931057422;0;98,4;1,6;29,052;1
6000;81,0180739633237;98,9945896403293;80,2;19;0,4;28,7;1
6000;25,3779566848584;20,8088909136312;0;100;0;2,836;1
6000;5,932569475186;99;78,2;20,6;0;2,462;1
6000;25,5972725550575;6,01363874170885;0;97,8;2,2;8,1;1
6000;100;4,77517440903135;0;99,2;0,8;33,129;1
6000;27,2675680579564;74,0619271125026;92,4;7,6;0;0,293;1
6000;47,9508672980393;1;0,2;92,2;7;20,223;1
6000;43,5026448656082;76,8848575572948;92,2;7,8;0;0,55;1
6000;57,9704762725851;1;0,2;93,2;6,2;24,525;1
6000;12,7760804840348;1,00651922550869;0,2;96,6;3,2;5,476;1
6000;19,9988354242517;99;71,4;28,2;0;7,875;1
6000;83,2961509471044;1;0;95,8;4,2;35,078;1
6000;80,9662704759457;1;0,2;93,2;6,6;34,804;1
6000;44,9094430657368;85,9684405723423;72;28;0;0,813;1
6000;15,3788725949166;95,1481794575648;72;28;0;1,205;1
6000;44,9019783079066;16,5264243581795;0;99,2;0,8;8,026;2
6000;66,3031704301822;2,31360722609306;0;98,4;1,6;26,848;1
6000;95,4768427708432;93,3201705132286;82,4;17,6;0;3,252;1
6000;93,989015075635;5,19771574506086;0,8;95,8;3,4;30,626;1
6000;100;22,314599201611;97,2;2,8;0;2,818;1
6000;3,20092360325662;16,3713887479118;0;97,2;2,8;0,602;1
6000;73,4530303982419;92,6564070072517;71,4;28,6;0;3,528;1
6000;22,1643050574379;93,9098174051046;65,8;34,2;0;1,003;1
6000;98,0303488625292;8,0523019786998;0;98,6;1,4;27,75;1
6000;90,2082795924912;4,05106817850355;2,4;94,2;3,4;32,139;1
6000;75,9182292061301;1,17836832334281;0;94;6;31,875;1
6000;0;72,6379022630184;92,2;7,8;0;0;1
6000;71,6359182938262;1;0,2;92,8;7;30,497;1
6000;72,0735830586345;8,37805163174011;0;100;0;19,438;1
6000;37,747394230036;10,9247062993639;0;99,4;0,6;9,322;1
6000;22,1804817575588;93,4313086278469;70,2;29,8;0;1,189;3
6000;72,0216940934446;12,0151579064331;0,2;96;3,8;15,254;1
6000;94,4867122000169;8,6734903996813;0,1;94,4;5,5;26,02;2
6000;96,5975855986278;1;0,3;94,1;5,5;41,314;2
6000;17,7518308875657;4,35193724855264;0,4;95,4;4,2;6,14;1
6000;95,0690956961964;5,43239262757886;0;95,8;4,2;30,546;1
6000;32,8819554876712;98,984132987578;68,6;31,4;0;11,043;1
6000;82,2399001200362;1,40622037197597;0,4;93,8;5,8;33,664;1
6000;80,2940916531572;99;69;30,8;0;26,4;1
6000;83,9699014838014;78,5185117381225;90;10;0;1,277;1
6000;100;11,7004984721352;0;98,4;1,6;23,458;1
6000;87,5373582465068;94,6030902202135;72,6;27,4;0;6,625;1
6000;63,5386882326196;95,7610740821916;63,6;36,4;0;5,819;1
6000;18,9582648497079;85,3228169595058;75,8;24,2;0;0,325;1
6000;70,4645391966977;1;0;92,4;7,6;30,035;1
6000;72,4280259618111;91,9091628576022;55;45;0;2,353;1
6000;80,5966916666321;97,38409120681;61,8;38,2;0;13,667;1
6000;32,1587655640127;80,0360494877419;90;10;0;0,455;1
6000;53,2375283981058;83,5937954570947;85;15;0;0,854;1
6000;90,1476474063343;24,4773242241805;0;100;0;7,656;1
6000;61,2637942936627;97,5448525309207;63,4;36,6;0;9,567;1
6000;90,1375493138481;77,7534480032856;88;12;0;1,527;1
6000;91,7791857361189;99;73,4;26,6;0;29,735;1
6000;49,1271379152177;20,4461505331032;0;100;0;4,901;1
6000;5,4487738494924;2,59998290021424;0,1;97,3;2,6;2,1135;2
6000;16,5561715699855;92,8192175850522;57,6;42,4;0;0,861;1
6000;69,0641379244975;18,0105515091957;0;100;0;8,884;1
6000;50,930941028291;96,1928319382795;63,8;36,2;0;3,699;1
